date;solar_radiation_wm2;mm_precipitation; lightning_activity; km_lightning_distance;wind_direction;wind_speed_ms;gust_speed_ms;air_temperature_c; kpa_vapor_pressure; kpa_atmospheric_pressure;x_axis_level;y_axis_level; mm_h_max_precip_rate; c_rh_sensor_temp; kpa_vdp
13-11-2020;985,8;0;0;0;271;2,13;4,56;17,1;1,431;98,44;0,2;0,3;0;19,5;0,52
13-11-2020;916,3;0;0;0;333;1,63;4,03;17,4;1,391;98,44;0;0,2;0;19,8;0,6
13-11-2020;915,3;0;0;0;62;1,52;3,03;18,1;1,421;98,41;0,1;0,1;0;20,4;0,65
13-11-2020;843,5;0;0;0;93;2,08;5,78;18,4;1,421;98,39;0,1;0,2;0;20,9;0,7
13-11-2020;798,5;0;0;0;72;1,66;4,49;18,8;1,384;98,37;0,2;0,1;0;21,1;0,78
13-11-2020;723,5;0;0;0;103;1,86;4,83;19;1,329;98,34;0;0,1;0;21,3;0,86
13-11-2020;87,7;0;0;0;56;1,65;3,73;19,5;1,278;98,34;0,3;0,3;0;21,3;0,99
13-11-2020;194,1;0;0;0;272;0,79;1,92;19,3;1,252;98,35;0,2;0,3;0;21,1;0,99
13-11-2020;531,1;0;0;0;194;0,5;1,61;19,6;1,297;98,33;0,2;0,1;0;21,2;0,98
13-11-2020;563,3;0;0;0;269;0,72;1,71;20,2;1,326;98,31;0,2;0,1;0;22,5;1,05
13-11-2020;461,6;0;0;0;228;0,75;2,05;20,5;1,324;98,32;0,1;0,1;0;23,4;1,09
13-11-2020;87,3;0;0;0;279;0,85;1,75;19,1;1,317;98,33;0,2;0,4;0;22,6;0,89
13-11-2020;91,2;0;0;0;287;0,93;1,83;18,2;1,302;98,35;0,2;0,4;0;20,6;0,78
13-11-2020;146,4;0;0;0;308;0,52;1,84;18,3;1,356;98,35;0,2;0,3;0;19,7;0,75
13-11-2020;39,7;0;0;0;290;1,27;2,84;17,9;1,321;98,36;0,2;0,4;0;19,1;0,73
13-11-2020;13,4;0;0;0;288;1,36;4,11;17,5;1,307;98,37;0,2;0,4;0;18,3;0,69
13-11-2020;9;2,702;0;0;305;2,96;5,47;14,7;1,4;98,4;0,3;0,4;22,4;17;0,27
13-11-2020;8,1;0,851;0;0;297;0,99;2,36;13,6;1,454;98,43;0,2;0,3;11,2;14,8;0,1
13-11-2020;5,9;0,391;0;0;297;0,81;1,68;13,6;1,47;98,44;0,2;0,3;5,1;14;0,08
13-11-2020;7,5;0,204;0;0;349;0,63;1,22;13,7;1,486;98,47;0,2;0,2;2;13,8;0,08
13-11-2020;5;0,357;0;0;118;0,61;0,98;13,6;1,5;98,49;0,2;0,3;4,1;13,6;0,06
13-11-2020;0,5;0,085;0;0;24;0,43;0,95;13,6;1,517;98,51;0,2;0,3;1;13,6;0,04
13-11-2020;0;0,085;0;0;49;0,38;0,84;13,6;1,525;98,53;0,2;0,3;2;13,5;0,03
13-11-2020;0;0,153;0;0;316;0,29;0,89;13,5;1,53;98,54;0,2;0,3;4,1;13,5;0,02
13-11-2020;0;0,596;0;0;17;0,27;0,51;13,5;1,536;98,54;0,3;0,3;5,1;13,5;0,01
13-11-2020;0;0,187;0;0;24;0,5;1,07;13,4;1,539;98,53;0,2;0,3;2;13,4;0
13-11-2020;0;0,051;0;0;18;0,48;0,91;13,4;1,54;98,54;0,2;0,2;1;13,4;#N/D
13-11-2020;0;0,17;0;0;52;0,27;0,66;13,4;1,535;98,55;0,2;0,3;3,1;13,4;0
13-11-2020;0;0,153;0;0;16;0,66;1,1;13,2;1,52;98,56;0,2;0,3;2;13,3;#N/D
13-11-2020;0;0;0;0;353;0,45;0,91;13,2;1,512;98,56;0,2;0,3;0;13,2;0
13-11-2020;0;0;0;0;26;0,37;0,9;13,1;1,505;98,57;0,2;0,2;0;13,1;0
13-11-2020;0;0;0;0;307;0,39;1,48;13;1,493;98,57;0,3;0,3;0;13;#N/D
13-11-2020;0;0;0;0;313;0,44;1,76;12,5;1,444;98,58;0,2;0,3;0;12,7;0
13-11-2020;0;0;0;0;320;0,71;1,16;11,8;1,385;98,59;0,1;0,2;0;12,1;#N/D
14-11-2020;0;0;0;0;317;1,03;1,63;11,5;1,356;98,59;0,2;0,2;0;11,6;#N/D
14-11-2020;0;0;0;0;312;0,89;1,93;11,2;1,325;98,58;0,2;0,2;0;11,2;0
14-11-2020;0;0;0;0;328;0,64;1,06;10,7;1,265;98,57;0,2;0,2;0;10,8;0,02
14-11-2020;0;0;0;0;109;0,27;0,56;10,3;1,255;98,56;0,2;0,3;0;10,4;#N/D
14-11-2020;0;0;0;0;41;0,49;0,88;10,1;1,234;98,55;0,2;0,3;0;10;0
14-11-2020;0;0;0;0;345;0,48;1;9,8;1,207;98,54;0,2;0,3;0;9,7;0
14-11-2020;0;0;0;0;118;0,45;0,89;9,6;1,196;98,53;0,2;0,2;0;9,4;0
14-11-2020;0;0;0;0;133;0,49;1,06;9,4;1,175;98,52;0,2;0,3;0;9,2;0
14-11-2020;0;0;0;0;76;0,51;0,97;9,1;1,158;98,52;0,3;0,3;0;9;#N/D
14-11-2020;0;0;0;0;125;0,41;0,99;9,2;1,161;98,51;0,2;0,3;0;9;0
14-11-2020;0;0,017;0;0;179;0,41;0,8;9,5;1,187;98,49;0,2;0,3;1;9,2;#N/D
14-11-2020;0;0;0;0;65;0,76;1,29;9,7;1,199;98,49;0,2;0,3;0;9,5;0
14-11-2020;0;0;0;0;81;0,82;1,37;9,7;1,207;98,48;0,2;0,3;0;9,7;#N/D
14-11-2020;0;0,017;0;0;81;0,77;1,35;9,8;1,206;98,47;0,3;0,2;1;9,8;0
14-11-2020;0;0;0;0;84;0,66;1;9,7;1,203;98,46;0,2;0,3;0;9,8;#N/D
14-11-2020;0;0;0;0;67;0,75;1,07;9,4;1,179;98,45;0,2;0,2;0;9,6;0
14-11-2020;0;0;0;0;65;0,97;1,38;9,4;1,179;98,44;0,2;0,3;0;9,5;#N/D
14-11-2020;0;0;0;0;62;0,77;1,08;9,6;1,192;98,44;0,2;0,3;0;9,5;0
14-11-2020;0;0;0;0;65;0,88;1,45;9,4;1,177;98,45;0,3;0,3;0;9,6;0
14-11-2020;0;0;0;0;74;0,83;1,27;9;1,151;98,44;0,2;0,3;0;9,3;0
14-11-2020;0;0;0;0;64;0,52;0,92;9;1,145;98,44;0,2;0,3;0;9,1;#N/D
14-11-2020;0;0;0;0;37;0,39;0,91;9,1;1,155;98,44;0,2;0,2;0;9;0
14-11-2020;0;0;0;0;99;0,53;0,95;9,2;1,162;98,45;0,2;0,3;0;9,2;0
14-11-2020;0;0;0;0;152;0,58;0,97;9;1,15;98,45;0,2;0,3;0;9,2;#N/D
14-11-2020;0;0;0;0;158;0,41;0,92;9;1,145;98,46;0,2;0,3;0;9,1;#N/D
14-11-2020;0;0;0;0;44;0,32;0,61;8,8;1,135;98,47;0,2;0,3;0;9;0
14-11-2020;1,1;0;0;0;108;0,34;0,78;8,8;1,132;98,49;0,2;0,3;0;8,9;#N/D
14-11-2020;4,5;0;0;0;174;0,37;0,87;8,7;1,122;98,5;0,2;0,3;0;8,8;#N/D
14-11-2020;10,5;0;0;0;88;0,38;1,12;8,6;1,121;98,5;0,2;0,2;0;8,8;#N/D
14-11-2020;26,5;0;0;0;180;0,32;0,79;8,6;1,115;98,51;0,2;0,3;0;8,8;0
14-11-2020;36,5;0;0;0;249;0,4;0,95;8,4;1,107;98,53;0,2;0,3;0;8,9;#N/D
14-11-2020;58,9;0;0;0;145;0,5;0,94;8,4;1,106;98,54;0,2;0,3;0;8,9;#N/D
14-11-2020;96,1;0;0;0;178;0,41;0,94;8,4;1,102;98,54;0,2;0,3;0;9,1;0
14-11-2020;107,6;0;0;0;180;0,6;1,04;8,4;1,103;98,55;0,2;0,3;0;9,3;#N/D
14-11-2020;143,9;0;0;0;65;0,37;1,17;8,5;1,105;98,54;0,3;0,3;0;9,6;0
14-11-2020;194,9;0;0;0;65;0,43;1,01;8,8;1,132;98,54;0,2;0,2;0;10,2;0
14-11-2020;183,5;0;0;0;2;0,54;0,99;9,1;1,153;98,55;0,2;0,3;0;10,6;0
14-11-2020;238,1;0;0;0;244;0,43;1,19;9,3;1,177;98,56;0,2;0,3;0;11,1;#N/D
14-11-2020;295,7;0;0;0;268;0,75;1,7;9,6;1,187;98,55;0,2;0,3;0;11,7;0,01
14-11-2020;340,1;0;0;0;289;0,99;1,99;10;1,231;98,54;0,2;0,3;0;12,3;0
14-11-2020;350,3;0;0;0;272;1,03;2,29;10,1;1,243;98,53;0,2;0,4;0;12,8;#N/D
14-11-2020;466,3;0;0;0;286;1,78;3,31;10,6;1,284;98,54;0,1;0,4;0;13,3;#N/D
14-11-2020;549,6;0;0;0;321;1,56;3,14;11,3;1,338;98,53;0,2;0,3;0;13,8;#N/D
14-11-2020;795,3;0;0;0;329;1,15;3,53;12,4;1,441;98,53;0,3;0,5;0;15,7;#N/D
14-11-2020;812,5;0;0;0;0;1,43;3,09;13;1,491;98,52;0,2;0,4;0;17;0
14-11-2020;891,3;0;0;0;343;1,49;3,55;13,7;1,549;98,51;0,2;0,6;0;17,6;0,02
14-11-2020;927,4;0;0;0;298;1,57;4,34;14,3;1,538;98,5;0,1;0,6;0;18,1;0,09
14-11-2020;953,6;0;0;0;269;1,31;3,23;14,5;1,441;98,49;0;0,5;0;18,5;0,21
14-11-2020;979,1;0;0;0;292;1,85;3,88;14,7;1,376;98,5;0;0,5;0;18,6;0,29
14-11-2020;1010,9;0;0;0;294;1,67;3,66;16,2;1,327;98,48;0,2;0,4;0;18,6;0,51
14-11-2020;1034,3;0;0;0;280;1,29;4,69;16,7;1,303;98,48;0,2;0,5;0;18,8;0,6
14-11-2020;1049,6;0;0;0;294;1,85;4,87;17,2;1,329;98,48;0;0,5;0;19,2;0,63
14-11-2020;1063,4;0;0;0;277;1,47;5,17;17,4;1,284;98,46;0,3;0,4;0;19,4;0,7
14-11-2020;1072,6;0;0;0;288;1,55;5,45;17,6;1,277;98,45;0,1;0,4;0;19,6;0,74
14-11-2020;1077,1;0;0;0;282;1,73;5,39;17,8;1,247;98,44;0,1;0,5;0;19,7;0,8
14-11-2020;1076,9;0;0;0;269;1,47;4,95;18,2;1,277;98,42;0;0,4;0;20,1;0,81
14-11-2020;1041,4;0;0;0;288;2,04;4,65;18,3;1,25;98,4;0;0,3;0;20,4;0,85
14-11-2020;934,1;0;0;0;291;2,57;5,01;18,6;1,245;98,39;0,6;0,1;0;20,4;0,89
14-11-2020;918,5;0;0;0;247;1,43;5,41;18,9;1,247;98,39;0,2;0,1;0;20,6;0,93
14-11-2020;984,2;0;0;0;267;1,81;4,96;19,1;1,231;98,4;0;0,3;0;21,1;0,98
14-11-2020;1011,9;0;0;0;272;1,59;4;19,5;1,231;98,38;-0,1;0,3;0;21,4;1,03
14-11-2020;989,7;0;0;0;286;1,55;4,36;19,6;1,231;98,36;0,2;0,3;0;21,7;1,05
14-11-2020;903,7;0;0;0;222;1,21;3,81;19,9;1,209;98,35;0,2;0,2;0;22,1;1,12
14-11-2020;921,3;0;0;0;259;1,4;3,9;20;1,222;98,32;0,1;0,3;0;22,4;1,12
14-11-2020;889,9;0;0;0;271;1,5;4,3;20,3;1,216;98,31;0,3;0,1;0;22,6;1,16
14-11-2020;838,9;0;0;0;235;1,11;2,87;20,6;1,225;98,3;0,1;0,1;0;22,9;1,2
14-11-2020;806,8;0;0;0;253;1,23;2,73;20,7;1,206;98,29;0;0,2;0;23,2;1,23
14-11-2020;679,2;0;0;0;250;1,11;3,32;20,9;1,234;98,29;0,2;0,2;0;23,5;1,24
14-11-2020;59;0;0;0;271;1,34;3,85;21,2;1,206;98,28;0,2;0,4;0;23,3;1,31
14-11-2020;457,5;0;0;0;248;1,42;4,35;20,9;1,187;98,26;0,2;0,2;0;22,8;1,28
14-11-2020;612,5;0;0;0;257;1,31;3,5;20,8;1,168;98,25;0,3;0,2;0;23;1,28
14-11-2020;557,9;0;0;0;254;1,06;2,91;21,1;1,2;98,25;0,1;0,2;0;23,5;1,3
14-11-2020;504,1;0;0;0;262;1,2;3,84;21;1,169;98,24;0,2;0,3;0;23,8;1,32
14-11-2020;445,9;0;0;0;254;1,03;3,89;21,1;1,183;98,24;0,3;0,2;0;23,9;1,32
14-11-2020;390;0;0;0;272;1,28;3,94;20,7;1,162;98,24;0,3;0,2;0;23,9;1,28
14-11-2020;333,1;0;0;0;269;1,11;2,91;20,5;1,16;98,23;0,4;0;0;23,6;1,25
14-11-2020;276,4;0;0;0;271;0,81;2,47;20,5;1,153;98,24;0,3;0,2;0;23,4;1,26
14-11-2020;222,2;0;0;0;265;0,95;2,8;20,1;1,115;98,24;0,3;0,2;0;23;1,24
14-11-2020;61,3;0;0;0;278;0,85;3,03;19,5;1,054;98,24;0,2;0,3;0;21,9;1,22
14-11-2020;29,1;0;0;0;281;0,87;2,05;18,6;1,033;98,25;0,3;0,4;0;20,1;1,12
14-11-2020;22,9;0;0;0;318;0,71;1,45;17,8;1,044;98,25;0,3;0,4;0;18,6;0,99
14-11-2020;17,5;0;0;0;325;0,77;1,96;16,7;1,063;98,24;0,3;0,3;0;17,4;0,84
14-11-2020;9,2;0;0;0;337;0,66;1,54;15,7;1,063;98,25;0,3;0,3;0;16,3;0,72
14-11-2020;2,2;0;0;0;5;0,75;2,02;15,1;1,061;98,27;0,2;0,3;0;15,2;0,65
14-11-2020;0;0;0;0;333;0,98;2,32;14;1,053;98,27;0,2;0,3;0;14,4;0,54
14-11-2020;0;0;0;0;15;0,65;1,32;13,4;1,055;98,27;0,2;0,3;0;13,4;0,48
14-11-2020;0;0;0;0;60;0,73;1,71;12,8;1,063;98,28;0,2;0,2;0;12,7;0,41
14-11-2020;0;0;0;0;74;0,62;1,39;12,2;1,085;98,28;0,1;0,2;0;12,2;0,34
14-11-2020;0;0;0;0;56;0,62;1,23;11,5;1,08;98,28;0,2;0,3;0;11,6;0,27
14-11-2020;0;0;0;0;51;0,37;1,31;10,5;1,097;98,31;0,2;0,2;0;10,8;0,17
14-11-2020;0;0;0;0;350;0,4;0,83;10,3;1,093;98,32;0,2;0,2;0;10,1;0,16
14-11-2020;0;0;0;0;87;0,49;0,84;9,8;1,09;98,32;0,2;0,3;0;9,6;0,12
14-11-2020;0;0;0;0;48;0,33;0,7;9,6;1,095;98,33;0,2;0,3;0;9,2;0,1
14-11-2020;0;0;0;0;197;0,37;0,72;9,5;1,099;98,32;0,2;0,3;0;9;0,09
14-11-2020;0;0;0;0;348;0,26;0,53;9;1,091;98,32;0,2;0,3;0;8,7;0,06
14-11-2020;0;0;0;0;37;0,4;0,86;8,8;1,075;98,31;0,2;0,3;0;8,4;0,06
15-11-2020;0;0;0;0;163;0,29;0,83;8,5;1,073;98,31;0,2;0,3;0;8,2;0,03
15-11-2020;0;0;0;0;43;0,39;0,7;8,2;1,06;98,31;0,3;0,3;0;7,9;0,03
15-11-2020;0;0;0;0;231;0,43;0,88;8,1;1,038;98,29;0,3;0,3;0;7,7;0,04
15-11-2020;0;0;0;0;3;0,69;1,12;7,6;1,038;98,29;0,3;0,2;0;7,5;0,01
15-11-2020;0;0;0;0;159;0,35;0,75;7,6;1,024;98,3;0,3;0,2;0;7,2;0,02
15-11-2020;0;0;0;0;76;0,71;1,23;7,3;1,009;98,29;0,2;0,2;0;7,1;0,01
15-11-2020;0;0;0;0;326;0,44;0,74;7;1,001;98,28;0,2;0,2;0;6,9;0
15-11-2020;0;0;0;0;115;0,54;1,06;6,9;0,984;98,27;0,2;0,2;0;6,6;0,01
15-11-2020;0;0;0;0;356;0,31;0,64;6,6;0,97;98,25;0,2;0,2;0;6,3;0,01
15-11-2020;0;0;0;0;269;0,29;0,86;6,4;0,954;98,25;0,2;0,2;0;6,1;0
15-11-2020;0;0;0;0;53;0,66;1,12;6,2;0,943;98,23;0,2;0,2;0;5,9;0
15-11-2020;0;0;0;0;237;0,44;0,88;6,1;0,933;98,22;0,2;0,2;0;5,7;0,01
15-11-2020;0;0;0;0;348;0,41;0,87;5,8;0,923;98,22;0,2;0,2;0;5,5;0
15-11-2020;0;0;0;0;80;0,46;0,92;5,8;0,909;98,2;0,2;0,2;0;5,3;0,01
15-11-2020;0;0;0;0;110;0,28;0,77;5,7;0,907;98,19;0,2;0,2;0;5,3;0,01
15-11-2020;0;0;0;0;311;0,32;0,52;5,4;0,899;98,19;0,2;0,2;0;5,1;#N/D
15-11-2020;0;0;0;0;7;0,3;0,89;5,2;0,882;98,19;0,2;0,2;0;4,9;0
15-11-2020;0;0;0;0;41;0,45;0,95;4,9;0,862;98,19;0,2;0,2;0;4,7;0
15-11-2020;0;0;0;0;184;0,34;0,91;5;0,863;98,17;0,2;0,2;0;4,5;0,01
15-11-2020;0;0;0;0;346;0,42;0,74;4,8;0,854;98,18;0,1;0,2;0;4,3;0
15-11-2020;0;0;0;0;346;0,31;0,79;4,7;0,847;98,18;0,2;0,2;0;4,2;0,01
15-11-2020;0;0;0;0;98;0,33;0,65;4,8;0,847;98,18;0,2;0,2;0;4,1;0,01
15-11-2020;0;0;0;0;251;0,35;0,68;4,5;0,841;98,18;0,2;0,2;0;4,1;0
15-11-2020;0;0;0;0;76;0,28;0,58;4,3;0,829;98,18;0,2;0,2;0;3,9;0
15-11-2020;0;0;0;0;5;0,27;0,56;4;0,812;98,19;0,2;0,2;0;3,7;0
15-11-2020;0;0;0;0;17;0,31;0,53;4;0,807;98,21;0,1;0,2;0;3,5;0
15-11-2020;2,1;0;0;0;185;0,25;0,68;4;0,809;98,22;0,2;0,1;0;3,4;0
15-11-2020;7,6;0;0;0;353;0,37;0,71;3,6;0,791;98,25;0,1;0,2;0;3,4;0
15-11-2020;22,5;0;0;0;65;0,36;0,7;3,7;0,795;98,26;0,2;0,2;0;3,2;0
15-11-2020;112,3;0;0;0;117;0,37;0,81;4,1;0,817;98,25;0,2;0,3;0;4,4;0
15-11-2020;159,9;0;0;0;272;0,34;0,65;4,5;0,841;98,26;0,3;0,4;0;6,2;0
15-11-2020;205,1;0;0;0;6;0,3;0,61;5,3;0,887;98,26;0,4;0,4;0;7,9;0
15-11-2020;238,3;0;0;0;339;0,24;0,49;6,6;0,977;98,27;0,3;0,5;0;9,5;#N/D
15-11-2020;262,3;0;0;0;1;0,38;0,73;7,7;1,045;98,28;0,3;0,5;0;11;0,01
15-11-2020;321,4;0;0;0;251;0,35;0,9;8,8;1,125;98,28;0,2;0,5;0;12,5;0
15-11-2020;393,3;0;0;0;359;0,46;0,9;10;1,222;98,28;0,3;0,4;0;14;0,01
15-11-2020;445,4;0;0;0;336;0,59;1,28;11,3;1,279;98,29;0,3;0,5;0;15,3;0,06
15-11-2020;492,7;0;0;0;263;0,91;1,69;11,9;1,292;98,26;0,3;0,6;0;16,2;0,1
15-11-2020;542,2;0;0;0;276;1,11;2,19;12,4;1,268;98,28;0,3;0,6;0;16,8;0,17
15-11-2020;547,8;0;0;0;301;1,13;2,49;13,3;1,28;98,27;0,3;0,6;0;17,3;0,24
15-11-2020;578,7;0;0;0;266;1,3;2,92;14;1,247;98,29;0,3;0,6;0;18;0,35
15-11-2020;699,5;0;0;0;279;1,1;2,65;14,6;1,243;98,29;0,3;0,6;0;18,6;0,42
15-11-2020;760,9;0;0;0;252;1,02;2,25;15,3;1,267;98,29;0,2;0,7;0;19,2;0,47
15-11-2020;807,1;0;0;0;267;1,3;3,2;15,8;1,296;98,29;0,2;0,6;0;19,8;0,5
15-11-2020;850,5;0;0;0;282;1,58;3,79;16;1,295;98,29;0,1;0,6;0;19,9;0,52
15-11-2020;890,9;0;0;0;265;1,51;4,7;16,2;1,292;98,29;0,2;0,5;0;19,9;0,55
15-11-2020;928;0;0;0;287;1,67;3,9;16,6;1,312;98,31;0,3;0,6;0;20;0,58
15-11-2020;961,5;0;0;0;286;1,98;4,32;16,9;1,314;98,32;0,2;0,6;0;20,1;0,61
15-11-2020;991,7;0;0;0;285;1,59;3,68;17,2;1,283;98,33;0,1;0,4;0;20;0,67
15-11-2020;1019,8;0;0;0;283;1,45;4,07;17,6;1,3;98,33;0,2;0,6;0;20,3;0,71
15-11-2020;1041,9;0;0;0;318;1,64;3,91;17,9;1,295;98,33;0,2;0,5;0;20,4;0,75
15-11-2020;1059,7;0;0;0;288;1,61;3,58;18,3;1,309;98,34;0,1;0,4;0;20,6;0,79
15-11-2020;1071;0;0;0;295;1,6;3,31;18,7;1,336;98,35;0,2;0,5;0;20,8;0,82
15-11-2020;1080,9;0;0;0;289;1,31;3,2;19;1,34;98,34;0,1;0,5;0;21,2;0,86
15-11-2020;1084,7;0;0;0;292;1,8;3,58;19,2;1,357;98,33;0,2;0,5;0;21,4;0,87
15-11-2020;1084,9;0;0;0;303;1,8;4,27;19,8;1,394;98,32;0,2;0,4;0;21,6;0,91
15-11-2020;1046,4;0;0;0;305;1,78;4,47;20,3;1,455;98,31;0,2;0,4;0;22;0,92
15-11-2020;935,7;0;0;0;254;1,51;3,19;20,8;1,415;98,3;0,1;0,3;0;22,4;1,04
15-11-2020;929,2;0;0;0;303;1,21;2,86;20,9;1,361;98,31;0,1;0,3;0;22,9;1,11
15-11-2020;995,5;0;0;0;293;1,44;2,97;21,2;1,343;98,31;0,3;0,4;0;23,2;1,18
15-11-2020;1024,2;0;0;0;300;1,56;3,72;21,4;1,275;98,31;0,1;0,4;0;23,5;1,27
15-11-2020;998,8;0;0;0;305;1,67;4,22;21,8;1,299;98,3;0,1;0,3;0;23,7;1,3
15-11-2020;806,3;0;0;0;239;1,02;3,13;22,3;1,383;98,29;0,1;0,3;0;24,2;1,31
15-11-2020;930,7;0;0;0;182;0,97;2,34;22,4;1,309;98,3;0;0,1;0;24,6;1,4
15-11-2020;896,1;0;0;0;182;1,09;2,82;22,6;1,263;98,3;0,2;0,1;0;25,1;1,49
15-11-2020;846,2;0;0;0;182;0,88;1,88;23,1;1,338;98,28;0,1;0,1;0;25,4;1,49
15-11-2020;815,9;0;0;0;200;0,85;2,17;23,3;1,288;98,27;0,1;0,2;0;25,8;1,57
15-11-2020;615;0;0;0;192;1,04;2,95;23,4;1,263;98,28;0,2;0,2;0;26,2;1,62
15-11-2020;53,1;0;0;0;243;1;2,85;23,9;1,237;98,27;0,2;0,3;0;25,8;1,73
15-11-2020;524,5;0;0;0;176;0,92;4,15;23,5;1,203;98,24;0,2;0,2;0;25,4;1,69
15-11-2020;617,1;0;0;0;193;0,7;2,04;23,8;1,279;98,24;0,2;0,1;0;25,9;1,67
15-11-2020;562,5;0;0;0;228;0,96;2,25;23,8;1,199;98,25;0,2;0,2;0;26,5;1,74
15-11-2020;506,7;0;0;0;210;0,75;2,31;23,9;1,238;98,26;0,3;0,2;0;26,6;1,73
15-11-2020;450,3;0;0;0;203;0,73;2,13;24;1,234;98,27;0,3;0,2;0;26,9;1,74
15-11-2020;395;0;0;0;208;0,75;2,02;23,7;1,178;98,27;0,3;0,1;0;26,9;1,74
15-11-2020;337,9;0;0;0;210;0,5;1,59;23,7;1,207;98,28;0,3;0,2;0;26,7;1,73
15-11-2020;283,3;0;0;0;223;0,59;1,59;23,4;1,194;98,28;0,2;0,2;0;26,5;1,68
15-11-2020;227,7;0;0;0;241;0,53;1,38;23,1;1,216;98,29;0,3;0,1;0;26,1;1,61
15-11-2020;67,1;0;0;0;313;0,53;1,19;21,8;1,296;98,3;0,3;0,4;0;24,9;1,31
15-11-2020;27,5;0;0;0;290;0,47;1,15;20,6;1,277;98,31;0,2;0,4;0;22,6;1,14
15-11-2020;22,3;0;0;0;300;0,46;0,77;19,1;1,288;98,33;0,2;0,4;0;20,6;0,92
15-11-2020;17,6;0;0;0;7;0,36;0,76;18,2;1,293;98,35;0,2;0,4;0;19;0,8
15-11-2020;9,3;0;0;0;63;0,38;0,78;17,2;1,321;98,35;0,2;0,3;0;17,7;0,64
15-11-2020;2,9;0;0;0;74;0,53;0,9;15,8;1,279;98,36;0,3;0,3;0;16,4;0,51
15-11-2020;0,1;0;0;0;76;0,48;1,21;14,9;1,269;98,38;0,2;0,3;0;15,2;0,42
15-11-2020;0;0;0;0;74;0,53;1,01;14,1;1,241;98,38;0,2;0,3;0;14,2;0,36
15-11-2020;0;0;0;0;87;0,58;0,92;13,1;1,223;98,39;0,2;0,3;0;13,4;0,29
15-11-2020;0;0;0;0;92;0,48;0,85;12,2;1,205;98,4;0,2;0,3;0;12,5;0,21
15-11-2020;0;0;0;0;82;0,41;0,7;11,7;1,189;98,41;0,1;0,2;0;11,8;0,18
15-11-2020;0;0;0;0;100;0,48;0,76;11,3;1,181;98,44;0,2;0,3;0;11,2;0,15
15-11-2020;0;0;0;0;103;0,46;0,73;11,3;1,171;98,45;0,2;0,3;0;10,8;0,16
15-11-2020;0;0;0;0;14;0,36;0,87;10,9;1,173;98,46;0,2;0,3;0;10,5;0,13
15-11-2020;0;0;0;0;67;0,32;0,73;10,6;1,17;98,48;0,2;0,3;0;10,1;0,11
15-11-2020;0;0;0;0;41;0,48;0,94;10,1;1,163;98,49;0,2;0,2;0;9,8;0,07
15-11-2020;0;0;0;0;112;0,63;1,15;10,2;1,151;98,49;0,2;0,2;0;9,6;0,09
15-11-2020;0;0;0;0;318;0,59;1,24;9,7;1,138;98,48;0,2;0,2;0;9,4;0,06
16-11-2020;0;0;0;0;29;0,46;1,31;9,1;1,117;98,49;0,3;0,3;0;9,1;0,04
16-11-2020;0;0;0;0;109;0,27;0,54;9,2;1,093;98,5;0,2;0,3;0;8,6;0,07
16-11-2020;0;0;0;0;88;0,35;0,67;8,8;1,069;98,49;0,2;0,2;0;8,4;0,07
16-11-2020;0;0;0;0;61;0,23;0,47;8,6;1,083;98,49;0,2;0,3;0;8,2;0,04
16-11-2020;0;0;0;0;90;0,26;0,59;8,5;1,077;98,49;0,2;0,3;0;8,1;0,04
16-11-2020;0;0;0;0;45;0,13;0,3;8,2;1,067;98,48;0,3;0,2;0;7,9;0,02
16-11-2020;0;0;0;0;123;0,18;0,36;8,1;1,05;98,48;0,3;0,2;0;7,6;0,03
16-11-2020;0;0;0;0;233;0,18;0,44;7,9;1,045;98,47;0,3;0,2;0;7,5;0,02
16-11-2020;0;0;0;0;340;0,4;0,76;7,8;1,031;98,46;0,2;0,2;0;7,2;0,03
16-11-2020;0;0;0;0;52;0,25;0,48;7,7;1,03;98,46;0,3;0,2;0;7,2;0,02
16-11-2020;0;0;0;0;17;0,24;0,68;7,3;1,018;98,45;0,3;0,2;0;7;0,01
16-11-2020;0;0;0;0;116;0,39;0,67;7,3;1,003;98,43;0,2;0,2;0;6,8;0,02
16-11-2020;0;0;0;0;346;0,29;0,63;7,1;1,003;98,43;0,2;0,2;0;6,8;0
16-11-2020;0;0;0;0;121;0,28;0,84;6,8;0,984;98,42;0,3;0,1;0;6,5;0
16-11-2020;0;0;0;0;92;0,29;0,53;6,6;0,971;98,42;0,2;0,1;0;6,3;0
16-11-2020;0;0;0;0;26;0,35;0,74;6,3;0,948;98,41;0,3;0,2;0;6,1;0
16-11-2020;0;0;0;0;98;0,26;0,68;6,3;0,946;98,4;0,2;0,2;0;5,8;0,01
16-11-2020;0;0;0;0;27;0,23;0,75;6,1;0,937;98,39;0,2;0,1;0;5,7;0,01
16-11-2020;0;0;0;0;8;0,21;0,48;6,2;0,932;98,39;0,2;0,2;0;5,6;0,01
16-11-2020;0;0;0;0;31;0,17;0,45;5,9;0,925;98,38;0,2;0,2;0;5,4;0,01
16-11-2020;0;0;0;0;77;0,24;0,55;6,1;0,923;98,37;0,2;0,2;0;5,4;0,02
16-11-2020;0;0;0;0;111;0,16;0,4;5,9;0,92;98,37;0,2;0,2;0;5,4;0,01
16-11-2020;0;0;0;0;262;0,21;0,41;5,7;0,913;98,37;0,2;0,2;0;5,3;0
